PULocationID,zone_name,borough,total_rides,avg_distance,avg_fare,safety_index
174,Norwood,Bronx,5,0.26,30.3,0.00027975940691005733
175,Oakland Gardens,Queens,2,6.55,32.95,6.993985172751433e-05
177,Ocean Hill,Brooklyn,6,1.1066666666666667,12.85,0.0003496992586375717
178,Ocean Parkway South,Brooklyn,1,0.0,54.0,0.0
179,Old Astoria,Queens,41,3.5360975609756093,19.00487804878049,0.0027975940691005734
181,Park Slope,Brooklyn,76,4.012894736842106,20.83815789473684,0.005245488879563575
182,Parkchester,Bronx,2,3.9699999999999998,18.400000000000002,6.993985172751433e-05
185,Pelham Parkway,Bronx,2,2.735,14.9,6.993985172751433e-05
186,Penn Station/Madison Sq West,Manhattan,3553,3.0449423022797637,16.09266535322263,0.24842635333613092
188,Prospect-Lefferts Gardens,Brooklyn,22,3.730909090909091,26.57318181818182,0.0014687368862778011
189,Prospect Heights,Brooklyn,30,4.272333333333333,21.763333333333332,0.002028255700097916
190,Prospect Park,Brooklyn,2,1.73,10.7,6.993985172751433e-05
191,Queens Village,Queens,5,0.22000000000000003,19.98,0.00027975940691005733
193,Queensbridge/Ravenswood,Queens,30,2.542666666666667,12.573333333333332,0.002028255700097916
194,Randalls Island,Manhattan,4,5.325,35.0,0.000209819555182543
195,Red Hook,Brooklyn,3,3.7099999999999995,25.5,0.00013987970345502866
196,Rego Park,Queens,7,4.0200000000000005,24.271428571428572,0.000419639110365086
197,Richmond Hill,Queens,9,6.334444444444445,33.78888888888889,0.0005595188138201147
198,Ridgewood,Queens,15,3.984,25.653333333333332,0.0009791579241852006
200,Riverdale/North Riverdale/Fieldston,Bronx,3,11.593333333333334,60.76666666666667,0.00013987970345502866
201,Rockaway Park,Queens,1,11.7,57.5,0.0
202,Roosevelt Island,Manhattan,6,1.6183333333333334,19.133333333333333,0.0003496992586375717
203,Rosedale,Queens,1,0.0,3.0,0.0
205,Saint Albans,Queens,6,4.491666666666666,45.0,0.0003496992586375717
208,Schuylerville/Edgewater Park,Bronx,5,0.086,75.1,0.00027975940691005733
209,Seaport,Manhattan,243,4.562962962962962,21.356378600823046,0.01692544411805847
210,Sheepshead Bay,Brooklyn,2,0.0,0.0,6.993985172751433e-05
211,SoHo,Manhattan,1875,2.913162666666667,15.716874666666666,0.13106728213736188
212,Soundview/Bruckner,Bronx,6,3.4416666666666664,32.333333333333336,0.0003496992586375717
213,Soundview/Castle Hill,Bronx,4,9.502500000000001,6.575,0.000209819555182543
215,South Jamaica,Queens,25,11.8764,55.168,0.001678556441460344
216,South Ozone Park,Queens,14,9.391428571428571,53.340714285714284,0.0009092180724576864
217,South Williamsburg,Brooklyn,13,2.7646153846153845,14.669230769230769,0.000839278220730172
218,Springfield Gardens North,Queens,1,12.96,50.6,0.0
219,Springfield Gardens South,Queens,30,10.542666666666666,53.43333333333333,0.002028255700097916
220,Spuyten Duyvil/Kingsbridge,Bronx,3,9.763333333333334,30.8,0.00013987970345502866
221,Stapleton,Staten Island,3,0.05333333333333334,50.0,0.00013987970345502866
222,Starrett City,Brooklyn,4,3.8425,15.725,0.000209819555182543
223,Steinway,Queens,34,2.8785294117647062,16.331470588235295,0.0023080151070079733
224,Stuy Town/Peter Cooper Village,Manhattan,253,2.835415019762846,15.001185770750988,0.017624842635333614
225,Stuyvesant Heights,Brooklyn,27,1.3574074074074074,18.38888888888889,0.0018184361449153728
226,Sunnyside,Queens,123,3.612439024390244,21.457479674796748,0.00853266191075675
227,Sunset Park East,Brooklyn,3,1.4933333333333334,51.03,0.00013987970345502866
228,Sunset Park West,Brooklyn,7,3.842857142857143,18.400000000000002,0.000419639110365086
229,Sutton Place/Turtle Bay North,Manhattan,2258,2.563436669619132,13.38990256864482,0.15785424534899986
230,Times Sq/Theatre District,Manhattan,4675,3.2012727272727273,16.4528449197861,0.326898866974402
231,TriBeCa/Civic Center,Manhattan,2713,3.0970991522300038,16.532344268337635,0.18967687788501889
232,Two Bridges/Seward Park,Manhattan,518,3.582181467181467,19.603667953667955,0.03615890334312491
233,UN/Turtle Bay South,Manhattan,1049,2.768579599618685,14.420495710200191,0.07329696461043503
234,Union Sq,Manhattan,3808,2.7700603991596635,15.038686974789917,0.2662610155266471
235,University Heights/Morris Heights,Bronx,3,1.7933333333333332,11.866666666666667,0.00013987970345502866
236,Upper East Side North,Manhattan,1000,2.37004,13.27843,0.06986991187578682
237,Upper East Side South,Manhattan,2180,2.441481651376147,13.343004587155963,0.15239893691425374
238,Upper West Side North,Manhattan,965,2.8546839378238342,14.974922279792745,0.06742201706532382
239,Upper West Side South,Manhattan,1797,2.6139844184752365,14.169215358931554,0.12561197370261576
240,Van Cortlandt Park,Bronx,4,0.945,26.5,0.000209819555182543
241,Van Cortlandt Village,Bronx,1,0.0,3.0,0.0
242,Van Nest/Morris Park,Bronx,7,0.15571428571428572,31.357142857142858,0.000419639110365086
243,Washington Heights North,Manhattan,18,2.2644444444444445,19.5,0.0011889774793677438
244,Washington Heights South,Manhattan,66,2.455,19.9119696969697,0.004546090362288432
245,West Brighton,Staten Island,1,19.7,3.0,0.0
246,West Chelsea/Hudson Yards,Manhattan,3224,2.687869106699752,14.732714019851116,0.22541614211777872
247,West Concourse,Bronx,34,3.3782352941176472,28.552941176470586,0.0023080151070079733
248,West Farms/Bronx River,Bronx,4,1.525,31.425,0.000209819555182543
249,West Village,Manhattan,10091,2.8845188782083047,15.532963036369042,0.7056931039306197
250,Westchester Village/Unionport,Bronx,3,3.6666666666666665,11.5,0.00013987970345502866
252,Whitestone,Queens,1,13.24,162.0,0.0
254,Williamsbridge/Olinville,Bronx,3,8.979999999999999,61.06666666666666,0.00013987970345502866
255,Williamsburg (North Side),Brooklyn,324,3.9317592592592594,20.49567901234568,0.02259057210798713
256,Williamsburg (South Side),Brooklyn,245,3.567551020408163,19.36408163265306,0.0170653238215135
257,Windsor Terrace,Brooklyn,4,0.0,58.8625,0.000209819555182543
258,Woodhaven,Queens,3,0.02666666666666667,23.333333333333332,0.00013987970345502866
259,Woodlawn/Wakefield,Bronx,3,0.0,40.0,0.00013987970345502866
260,Woodside,Queens,35,3.0374285714285714,30.962857142857143,0.0023779549587354875
261,World Trade Center,Manhattan,379,4.760105540897097,23.77414248021108,0.02643726395300042
262,Yorkville East,Manhattan,480,3.114,15.484166666666665,0.03350118897747937
263,Yorkville West,Manhattan,3203,2.7752700593193884,14.111754605057758,0.22394740523150092
264,,Unknown,1687,4.887771191464138,23.175500889152342,0.11791859001258917
265,Outside of NYC,,207,1.1785990338164252,77.3815458937198,0.014407609455867953
